Start,Destination,Via Road,Distance (km),Signals,Congestion Count,Waterlogging Count,Congestion Points,Waterlogging Points,Route Type,Time (Car),Time (Bike),Time (Cycle),Time (Bus),Expense (Car),Expense (Bike),Expense (Cycle),Expense (Bus),Pollution (Car),Pollution (Bike),Pollution (Cycle),Pollution (Bus),Total Time
"Connaught Place, Delhi","Noida, Delhi",NH44,23.07,12,4,2,"Barapullah Flyover, Adchini Village, Kalindi Kunj Road, MB Road (Saket Metro to Khanpur)","Africa Avenue Road, GT Road",Main Road,78.86,64.92,131.0,71.26,176.47,106.35,0.23,12.37,441.35,294.75,-0.24,335.56,43.538
"Connaught Place, Delhi","Noida, Delhi",Mathura Road,7.41,10,1,3,Barapullah Flyover,"Mathura Road, Ashoka Road, Ring Road",Highway,36.6,30.89,56.42,31.89,67.86,41.83,0.07,17.54,177.78,124.94,-0.12,138.25,38.494
"Kashmere Gate, Delhi","Saket, Delhi",Najafgarh Road,27.92,11,4,2,"Mukraba to Madhuban Chowk, Barapullah Flyover, Kalindi Kunj Road, Azadpur Flyover","Ashoka Road, Africa Avenue Road",Internal Road,87.76,71.6,149.1,79.85,206.39,122.39,0.28,29.56,518.04,335.27,-0.01,410.07,43.861333333333334
"Kashmere Gate, Delhi","Saket, Delhi",Barapullah Corridor,33.71,12,2,1,"Britannia Chowk, Ashram Chowk",Akbar Road,Main Road,88.91,69.65,162.33,80.21,248.26,146.65,0.34,24.42,593.59,379.81,-0.35,461.72,33.24733333333333
"Kashmere Gate, Delhi","Saket, Delhi",Vikas Marg,17.92,8,2,1,"Under IIT Flyover, Dwarka Link Road",Outer Ring Road,Main Road,53.81,43.25,93.65,48.6,137.26,81.71,0.18,12.47,337.52,230.33,-0.02,283.53,32.19466666666666
"Kashmere Gate, Delhi","Saket, Delhi",Mehrauli-Gurgaon Road,25.15,9,2,3,"Kashmiri Gate Ring Road, Yusuf Sarai Market","Kanjhawala Road, Africa Avenue Road, Aurobindo Marg",Internal Road,75.31,60.93,130.1,68.66,193.74,115.56,0.25,18.8,464.8,315.88,0.3,370.06,42.67666666666666
"Kashmere Gate, Delhi","Saket, Delhi",Rohtak Road,39.65,6,3,2,"Kalindi Kunj Road, Britannia Chowk, Ashram Chowk","SSN Marg, Africa Avenue Road",Internal Road,102.74,81.72,185.04,95.34,292.58,172.35,0.4,24.66,658.74,464.42,0.1,528.7,41.64333333333333
"Kashmere Gate, Delhi","Saket, Delhi",DND Flyway,42.69,7,4,2,"Kashmiri Gate Ring Road, Adchini Village, Ashram Chowk, Britannia Chowk","Ashoka Road, GT Road",Main Road,113.78,91.03,202.66,105.54,315.8,177.29,0.43,29.6,703.57,478.24,-0.31,572.3,44.846000000000004
"Kashmere Gate, Delhi","Saket, Delhi",NH44,35.9,12,1,2,Mukraba to Madhuban Chowk,"Aurobindo Marg, Boulevard Road",Main Road,91.99,71.64,169.79,83.31,263.63,157.5,0.36,26.58,627.56,416.06,-0.05,471.11,35.39333333333333
"Kashmere Gate, Delhi","Saket, Delhi",Outer Ring Road,29.68,7,1,1,Barapullah Flyover,Anuvrat Marg,Main Road,72.38,56.13,135.24,66.15,220.85,124.4,0.3,25.85,531.38,336.29,0.33,416.35,29.978666666666665
"Kashmere Gate, Delhi","Saket, Delhi",Vikas Marg,23.26,10,3,3,"Peera Garhi Chowk, Lala Lajpat Rai Marg near CGO Complex, Britannia Chowk","Mathura Road, Kanjhawala Road, Outer Ring Road",Internal Road,76.53,62.9,128.05,69.61,173.67,98.46,0.23,16.95,409.57,292.29,-0.21,343.22,45.55066666666667
"Kashmere Gate, Delhi","Saket, Delhi",Barapullah Corridor,44.12,8,2,2,"Peera Garhi Chowk, Captain Gaud Marg","Africa Avenue Road, Outer Ring Road",Internal Road,109.36,85.7,201.6,100.72,326.42,182.15,0.44,25.48,729.59,473.92,-0.2,573.42,38.94133333333333
"Laxmi Nagar, Delhi","Dwarka, Delhi",Outer Ring Road,34.56,11,3,1,"Rohini West Metro Station, Yusuf Sarai Market, Kashmiri Gate Ring Road",Akbar Road,Highway,93.62,74.14,168.24,85.3,255.6,152.63,0.35,23.35,582.58,384.83,-0.04,494.56,36.304
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mehrauli-Gurgaon Road,7.82,9,1,2,Ashram Chowk,"Boulevard Road, Outer Ring Road",Internal Road,33.19,27.48,53.33,29.16,69.05,36.59,0.08,18.83,213.99,129.01,-0.48,165.4,33.52133333333333
"Laxmi Nagar, Delhi","Dwarka, Delhi",Najafgarh Road,33.59,7,1,2,Ashram Chowk,"Ashoka Road, Tilak Marg",Main Road,83.45,65.25,154.13,76.48,254.78,144.98,0.34,29.32,555.15,403.81,-0.47,457.87,35.239333333333335
"Laxmi Nagar, Delhi","Dwarka, Delhi",Rohtak Road,27.32,6,2,3,"Kalindi Kunj Road, Lala Lajpat Rai Marg near CGO Complex","Choudhary Fateh Singh Marg, Africa Avenue Road, Akbar Road",Highway,77.0,62.14,134.64,71.22,201.28,114.59,0.27,14.05,463.72,341.9,0.44,401.66,42.82133333333333
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH44,39.02,6,4,1,"Rohini West Metro Station, Peera Garhi Chowk, MB Road (Saket Metro to Khanpur), Mukraba to Madhuban Chowk",Shankar Road,Highway,102.51,81.8,183.55,95.16,284.84,164.22,0.39,29.69,676.96,442.44,0.04,508.89,39.60133333333333
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Outer Ring Road,45.79,9,3,3,"Adchini Village, Under IIT Flyover, Kashmiri Gate Ring Road","Dwarka Link Road, Outer Ring Road, Anuvrat Marg",Highway,120.39,95.7,216.47,111.36,337.2,195.67,0.46,19.62,752.02,496.32,0.16,595.36,47.05266666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH44,42.28,7,3,2,"Captain Gaud Marg, Dwarka Link Road, Lala Lajpat Rai Marg near CGO Complex","Aurobindo Marg, Mathura Road",Highway,108.58,86.04,196.64,100.78,307.4,183.59,0.42,17.45,697.35,460.35,0.31,548.49,41.818666666666665
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Barapullah Corridor,11.92,7,2,1,"Kashmiri Gate Ring Road, Mukraba to Madhuban Chowk",Dwarka Link Road,Highway,41.08,33.72,68.42,36.85,100.51,52.94,0.12,18.78,266.6,156.33,0.21,194.71,31.794666666666668
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Vikas Marg,17.64,9,2,2,"Mukraba to Madhuban Chowk, MB Road (Saket Metro to Khanpur)","Shankar Road, Choudhary Fateh Singh Marg",Main Road,56.98,46.36,96.75,51.58,143.35,78.86,0.18,12.81,315.59,246.32,-0.12,288.11,37.176
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Mehrauli-Gurgaon Road,5.96,8,4,1,"Yusuf Sarai Market, Ashram Chowk, Mukraba to Madhuban Chowk, Kashmiri Gate Ring Road",Najafgarh Road,Internal Road,38.17,33.59,54.09,34.17,56.63,31.79,0.06,18.55,147.58,121.84,-0.44,147.78,37.397333333333336
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Rohtak Road,11.75,7,1,2,NH-48 Gurugram Border,"Choudhary Fateh Singh Marg, Dwarka Link Road",Internal Road,39.28,32.01,66.28,35.53,96.7,52.43,0.12,16.75,268.27,155.99,0.26,219.8,33.78333333333333
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Najafgarh Road,20.72,11,1,2,Ashram Chowk,"Choudhary Fateh Singh Marg, Dwarka Link Road",Main Road,60.98,48.42,107.92,54.35,162.11,88.63,0.21,9.98,383.81,244.78,-0.4,308.7,34.38133333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mathura Road,31.22,9,2,3,"Azadpur Flyover, Lala Lajpat Rai Marg near CGO Complex","Akbar Road, SSN Marg, Africa Avenue Road",Internal Road,87.66,70.25,154.59,80.04,229.88,131.32,0.31,30.92,530.58,350.86,0.14,426.61,43.08133333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",DND Flyway,34.77,7,1,3,MB Road (Saket Metro to Khanpur),"Anuvrat Marg, Ring Road, Choudhary Fateh Singh Marg",Highway,88.7,69.91,161.74,81.69,260.18,150.9,0.35,24.52,578.46,408.54,-0.04,495.2,40.318
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",NH44,38.77,11,3,2,"Captain Gaud Marg, Dwarka Link Road, Peera Garhi Chowk","Kanjhawala Road, Dwarka Link Road",Highway,105.12,83.54,188.17,96.19,284.77,161.12,0.39,15.52,662.35,432.13,0.06,542.41,41.584666666666664
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,46.08,11,4,2,"MB Road (Saket Metro to Khanpur), Ashram Chowk, Lala Lajpat Rai Marg near CGO Complex, Dwarka Link Road","Ring Road, SSN Marg",Highway,123.8,98.55,221.45,113.9,335.11,193.19,0.46,19.52,785.17,507.8,0.28,613.34,45.072
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Mathura Road,36.18,7,2,3,"Yusuf Sarai Market, NH-48 Gurugram Border","Shankar Road, Tilak Marg, Ashoka Road",Main Road,95.36,75.86,171.22,88.34,272.21,155.34,0.36,28.52,616.1,426.77,0.19,497.4,43.412
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,22.17,11,3,3,"Peera Garhi Chowk, Ashram Chowk, Captain Gaud Marg","Akbar Road, Dwarka Link Road, Boulevard Road",Main Road,75.28,61.99,125.12,68.07,165.67,99.4,0.22,13.56,418.6,252.52,-0.42,316.87,45.478
"Connaught Place, Delhi","Noida, Delhi",Najafgarh Road,15.23,7,2,1,"Azadpur Flyover, Under IIT Flyover",Ring Road,Internal Road,47.41,38.39,81.37,43.06,123.14,66.02,0.15,21.53,284.42,201.58,-0.07,229.08,32.01533333333333
"Connaught Place, Delhi","Noida, Delhi",NH48,45.42,11,3,3,"MB Road (Saket Metro to Khanpur), Mukraba to Madhuban Chowk, Peera Garhi Chowk","Choudhary Fateh Singh Marg, Ring Road, GT Road",Highway,120.92,96.0,217.25,111.66,333.98,191.81,0.45,19.4,775.73,504.95,-0.34,609.13,47.028
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,48.26,10,3,1,"Rohini West Metro Station, MB Road (Saket Metro to Khanpur), Under IIT Flyover",Ring Road,Internal Road,120.13,94.0,221.65,110.49,349.82,206.06,0.48,16.47,810.92,543.22,-0.47,624.17,37.21733333333333
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,43.8,6,1,3,Britannia Chowk,"Boulevard Road, Aurobindo Marg, Africa Avenue Road",Highway,105.98,82.89,196.58,98.12,317.35,188.13,0.44,22.36,750.28,472.4,-0.18,594.32,40.92
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mathura Road,12.06,12,1,1,Kashmiri Gate Ring Road,SSN Marg,Main Road,41.95,33.52,72.06,35.61,97.57,55.76,0.12,7.67,243.01,172.22,0.18,224.27,28.804
"Punjabi Bagh, Delhi","Wazirabad, Delhi",NH44,33.29,5,1,3,Adchini Village,"SSN Marg, Africa Avenue Road, Choudhary Fateh Singh Marg",Main Road,83.91,66.26,152.98,77.92,245.54,144.26,0.33,19.97,595.22,386.46,0.02,448.73,40.21933333333333
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Mathura Road,36.73,7,1,1,Dwarka Link Road,Choudhary Fateh Singh Marg,Highway,86.8,67.04,163.76,79.37,270.5,152.72,0.37,31.68,646.05,408.05,0.27,494.07,30.448666666666668
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Rohtak Road,15.5,5,2,2,"Azadpur Flyover, Dwarka Link Road","Choudhary Fateh Singh Marg, Shankar Road",Highway,49.39,40.64,82.89,45.56,119.08,74.02,0.15,24.06,296.41,192.22,-0.43,243.5,37.03333333333333
"Punjabi Bagh, Delhi","Wazirabad, Delhi",Vikas Marg,35.06,10,2,3,"Lala Lajpat Rai Marg near CGO Complex, Mukraba to Madhuban Chowk","Outer Ring Road, Boulevard Road, Shankar Road",Internal Road,95.67,76.14,170.79,87.74,258.84,155.05,0.35,17.63,596.16,414.33,-0.26,478.44,43.33733333333333
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mehrauli-Gurgaon Road,48.76,7,1,1,Ashram Chowk,Kanjhawala Road,Internal Road,110.41,84.63,211.43,101.92,353.86,206.42,0.49,32.74,786.51,542.96,-0.06,631.55,31.250666666666667
"Laxmi Nagar, Delhi","Dwarka, Delhi",Outer Ring Road,37.8,8,3,1,"Dwarka Link Road, Adchini Village, Lala Lajpat Rai Marg near CGO Complex",Choudhary Fateh Singh Marg,Highway,97.45,76.95,177.05,89.88,279.04,162.03,0.38,17.45,658.65,415.43,-0.09,526.99,36.519999999999996
"Laxmi Nagar, Delhi","Dwarka, Delhi",Barapullah Corridor,35.99,12,1,1,NH-48 Gurugram Border,Ashoka Road,Highway,89.92,69.52,167.9,80.48,264.77,158.48,0.36,20.62,598.12,421.93,0.09,483.02,30.399333333333335
"Laxmi Nagar, Delhi","Dwarka, Delhi",Mehrauli-Gurgaon Road,28.7,11,1,3,Peera Garhi Chowk,"Tilak Marg, Outer Ring Road, Africa Avenue Road",Main Road,80.14,63.59,143.04,72.31,220.07,124.69,0.29,17.7,528.14,349.15,-0.47,417.35,39.913333333333334
"Laxmi Nagar, Delhi","Dwarka, Delhi",DND Flyway,16.39,10,1,3,Captain Gaud Marg,"Choudhary Fateh Singh Marg, GT Road, Dwarka Link Road",Highway,54.69,44.5,92.47,48.73,133.38,78.53,0.16,16.75,329.73,213.15,0.26,237.2,39.092666666666666
"Rithala, Delhi","Chhatarpur, Delhi",Najafgarh Road,15.46,10,1,3,Mukraba to Madhuban Chowk,"Dwarka Link Road, Ring Road, Mathura Road",Internal Road,52.59,42.86,88.5,46.99,121.87,73.33,0.15,11.83,302.91,196.38,0.38,241.89,39.03066666666666
"Rithala, Delhi","Chhatarpur, Delhi",Vikas Marg,22.71,5,2,3,"Lala Lajpat Rai Marg near CGO Complex, Azadpur Flyover","Najafgarh Road, Akbar Road, Shankar Road",Main Road,67.05,54.7,114.97,62.08,176.49,103.11,0.23,20.39,392.23,287.95,0.44,338.58,42.513999999999996
"Rithala, Delhi","Chhatarpur, Delhi",Rohtak Road,17.43,5,1,2,Rohini West Metro Station,"Anuvrat Marg, Ring Road",Highway,49.02,39.31,86.39,45.18,141.22,77.8,0.17,16.13,327.18,231.69,-0.26,285.2,34.162
"Rithala, Delhi","Chhatarpur, Delhi",Mehrauli-Gurgaon Road,43.43,8,2,3,"Captain Gaud Marg, Lala Lajpat Rai Marg near CGO Complex","Africa Avenue Road, Boulevard Road, Shankar Road",Highway,110.88,87.56,201.74,102.43,315.52,182.8,0.43,27.9,718.54,493.25,-0.42,595.15,43.89533333333333
"Rithala, Delhi","Chhatarpur, Delhi",Vikas Marg,35.92,7,4,3,"Kashmiri Gate Ring Road, Britannia Chowk, Dwarka Link Road, NH-48 Gurugram Border","Tilak Marg, Aurobindo Marg, Najafgarh Road",Highway,103.05,83.69,178.39,95.85,267.99,151.68,0.36,12.25,636.38,397.68,-0.07,493.5,49.394666666666666
"Pitampura, Delhi","Janakpuri, Delhi",DND Flyway,48.93,9,1,2,Mukraba to Madhuban Chowk,"Najafgarh Road, Aurobindo Marg",Highway,115.72,89.46,218.09,106.24,355.04,210.67,0.49,29.19,810.44,542.6,0.09,634.09,36.262
"Pitampura, Delhi","Janakpuri, Delhi",Najafgarh Road,5.95,12,3,2,"NH-48 Gurugram Border, Rohini West Metro Station, MB Road (Saket Metro to Khanpur)","Boulevard Road, Akbar Road",Internal Road,40.46,35.09,58.36,35.16,54.61,33.42,0.06,18.35,163.45,117.39,0.15,129.99,39.39666666666667
"Pitampura, Delhi","Janakpuri, Delhi",NH44,17.46,5,4,1,"Azadpur Flyover, Mukraba to Madhuban Chowk, Kashmiri Gate Ring Road, Barapullah Flyover",Outer Ring Road,Highway,58.27,48.55,95.7,54.24,134.99,80.73,0.17,15.08,343.98,220.29,0.49,259.07,38.164
"Pitampura, Delhi","Janakpuri, Delhi",NH48,38.52,5,3,3,"Lala Lajpat Rai Marg near CGO Complex, Azadpur Flyover, Dwarka Link Road","Dwarka Link Road, Najafgarh Road, Mathura Road",Internal Road,102.45,82.19,181.99,95.73,285.64,159.31,0.39,22.74,677.32,447.73,-0.19,510.17,46.568
"Pitampura, Delhi","Janakpuri, Delhi",Mathura Road,22.1,9,4,1,"Azadpur Flyover, Ashram Chowk, Adchini Village, Kashmiri Gate Ring Road",Tilak Marg,Highway,71.0,58.15,119.7,64.94,167.21,96.51,0.22,26.63,414.2,261.94,-0.23,305.36,38.47333333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",NH48,17.25,6,2,1,"Dwarka Link Road, MB Road (Saket Metro to Khanpur)",Dwarka Link Road,Main Road,50.68,40.86,88.18,46.34,137.89,81.04,0.17,26.11,329.22,205.35,-0.34,283.92,32.15
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Vikas Marg,41.96,5,4,2,"Lala Lajpat Rai Marg near CGO Complex, Barapullah Flyover, Azadpur Flyover, Kalindi Kunj Road","Outer Ring Road, Najafgarh Road",Main Road,110.39,88.41,196.81,103.17,309.33,179.92,0.42,20.3,714.6,454.77,0.2,544.23,44.797333333333334
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Vikas Marg,13.07,5,1,3,Adchini Village,"Mathura Road, SSN Marg, Aurobindo Marg",Main Road,43.27,35.73,71.91,40.01,110.92,60.35,0.13,11.88,288.13,173.78,-0.34,235.52,38.87133333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Barapullah Corridor,7.76,12,3,1,"Kashmiri Gate Ring Road, Rohini West Metro Station, Ashram Chowk",Choudhary Fateh Singh Marg,Highway,40.91,34.63,62.43,35.55,70.27,40.65,0.08,20.84,185.83,143.52,0.08,147.28,34.51733333333333
"Netaji Subhash Place, Delhi","Jahangirpuri, Delhi",Outer Ring Road,17.91,12,3,2,"Barapullah Flyover, Peera Garhi Chowk, Azadpur Flyover","Najafgarh Road, Outer Ring Road",Main Road,64.43,53.07,106.25,57.58,139.9,81.39,0.18,12.76,326.52,210.86,-0.08,279.91,40.194
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Rohtak Road,23.7,10,3,2,"Adchini Village, Kashmiri Gate Ring Road, Mukraba to Madhuban Chowk","Mathura Road, Tilak Marg",Internal Road,73.8,59.95,126.2,67.44,177.72,101.73,0.24,25.81,443.06,287.59,-0.36,341.81,40.58
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Vikas Marg,23.68,11,3,1,"Britannia Chowk, Mukraba to Madhuban Chowk, Ashram Chowk",SSN Marg,Internal Road,71.97,57.93,124.83,64.9,183.44,100.0,0.24,21.41,436.72,306.43,-0.24,363.25,35.57866666666666
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Rohtak Road,21.31,12,2,1,"MB Road (Saket Metro to Khanpur), Lala Lajpat Rai Marg near CGO Complex",Choudhary Fateh Singh Marg,Main Road,63.47,50.41,112.09,56.96,167.23,97.13,0.21,9.94,390.33,258.95,-0.36,299.47,32.42066666666666
"South Extension, Delhi","Bhikaji Cama Place, Delhi",Outer Ring Road,30.82,11,2,1,"NH-48 Gurugram Border, Ashram Chowk",Ashoka Road,Main Road,82.02,64.41,149.16,74.29,231.57,129.65,0.31,30.8,550.06,345.68,0.03,438.35,33.05466666666666
"Connaught Place, Delhi","Noida, Delhi",Rohtak Road,41.04,6,1,2,Barapullah Flyover,"Shankar Road, Najafgarh Road",Highway,97.41,75.7,182.5,89.95,306.28,173.5,0.41,19.57,680.24,479.1,-0.11,563.51,35.736000000000004
"Connaught Place, Delhi","Noida, Delhi",NH44,8.75,5,2,3,"Mukraba to Madhuban Chowk, Adchini Village","GT Road, Africa Avenue Road, Dwarka Link Road",Internal Road,38.91,33.53,58.91,35.91,76.94,40.18,0.09,23.06,208.27,142.98,-0.36,148.62,41.58333333333333
"Connaught Place, Delhi","Noida, Delhi",Barapullah Corridor,43.45,8,2,2,"Ashram Chowk, Captain Gaud Marg","Akbar Road, Mathura Road",Highway,107.9,84.58,198.8,99.47,322.44,187.87,0.43,14.65,737.12,490.93,-0.07,594.89,38.89666666666667
"Connaught Place, Delhi","Noida, Delhi",Vikas Marg,40.99,5,2,3,"Adchini Village, Kashmiri Gate Ring Road","Dwarka Link Road, Choudhary Fateh Singh Marg, Ring Road",Highway,103.23,81.74,187.72,96.36,302.71,170.98,0.41,13.52,712.72,442.91,-0.12,540.11,43.73266666666667
"Rithala, Delhi","Chhatarpur, Delhi",Najafgarh Road,21.67,10,1,3,Lala Lajpat Rai Marg near CGO Complex,"SSN Marg, Najafgarh Road, Africa Avenue Road",Main Road,64.92,52.09,113.26,58.63,164.72,95.01,0.22,15.04,404.34,259.26,0.5,300.19,39.44466666666666
"Rithala, Delhi","Chhatarpur, Delhi",NH48,25.58,7,1,3,NH-48 Gurugram Border,"Ring Road, Outer Ring Road, Aurobindo Marg",Main Road,70.13,55.95,124.79,64.46,193.78,109.94,0.26,19.85,457.66,303.01,-0.13,362.84,39.70533333333333
"Rithala, Delhi","Chhatarpur, Delhi",Najafgarh Road,42.92,9,4,2,"NH-48 Gurugram Border, Dwarka Link Road, Adchini Village, Kalindi Kunj Road","Boulevard Road, Outer Ring Road",Main Road,115.9,92.64,206.24,106.98,312.83,177.39,0.43,20.05,710.57,491.44,0.28,594.74,44.861333333333334
"Rithala, Delhi","Chhatarpur, Delhi",Rohtak Road,14.71,11,4,3,"Barapullah Flyover, Lala Lajpat Rai Marg near CGO Complex, MB Road (Saket Metro to Khanpur), Peera Garhi Chowk","SSN Marg, Najafgarh Road, Shankar Road",Main Road,64.16,54.6,99.08,58.08,114.62,72.89,0.15,18.57,271.09,187.12,-0.16,247.3,47.980666666666664
"Pitampura, Delhi","Janakpuri, Delhi",Rohtak Road,5.08,7,4,1,"Kalindi Kunj Road, Adchini Village, Kashmiri Gate Ring Road, Peera Garhi Chowk",Anuvrat Marg,Internal Road,35.59,31.66,49.25,32.02,53.14,34.74,0.05,17.87,136.76,101.06,0.26,109.3,37.33866666666667
"Pitampura, Delhi","Janakpuri, Delhi",Najafgarh Road,15.37,7,2,3,"Under IIT Flyover, Peera Garhi Chowk","Najafgarh Road, SSN Marg, Ashoka Road",Main Road,54.27,45.19,88.51,49.32,121.0,70.17,0.15,19.36,294.6,188.53,-0.19,228.29,42.02466666666667
"Pitampura, Delhi","Janakpuri, Delhi",Vikas Marg,10.78,10,3,3,"Lala Lajpat Rai Marg near CGO Complex, NH-48 Gurugram Border, Azadpur Flyover","Tilak Marg, Boulevard Road, Ring Road",Main Road,51.44,44.05,78.0,46.21,90.94,51.77,0.11,23.22,244.8,165.87,-0.48,169.8,44.718666666666664
"Pitampura, Delhi","Janakpuri, Delhi",DND Flyway,34.42,9,4,1,"MB Road (Saket Metro to Khanpur), Dwarka Link Road, Britannia Chowk, Kashmiri Gate Ring Road",SSN Marg,Internal Road,95.78,76.77,169.12,88.04,254.67,150.07,0.34,26.19,586.43,402.74,0.15,489.34,39.29466666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",DND Flyway,7.15,7,3,2,"Ashram Chowk, Kalindi Kunj Road, Kashmiri Gate Ring Road","Akbar Road, Dwarka Link Road",Main Road,38.49,33.52,56.29,34.91,69.38,38.13,0.07,12.87,189.2,134.07,0.4,127.28,39.47666666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH44,11.42,11,2,1,"Peera Garhi Chowk, NH-48 Gurugram Border",Choudhary Fateh Singh Marg,Main Road,43.48,35.58,71.83,37.91,97.69,51.41,0.11,11.59,252.99,173.05,-0.32,199.71,31.761333333333333
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Barapullah Corridor,24.43,8,2,3,"Lala Lajpat Rai Marg near CGO Complex, Under IIT Flyover","SSN Marg, Outer Ring Road, Tilak Marg",Internal Road,72.92,59.11,125.78,66.81,189.92,103.24,0.24,13.1,433.57,297.63,0.21,369.38,42.62866666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",NH48,37.9,11,3,1,"Rohini West Metro Station, Barapullah Flyover, Dwarka Link Road",Boulevard Road,Internal Road,100.12,78.97,181.42,91.56,285.15,164.76,0.38,29.21,661.0,420.04,-0.33,497.21,36.52666666666667
"Shalimar Bagh, Delhi","Rajinder Nagar, Delhi",Outer Ring Road,47.87,5,3,1,"Captain Gaud Marg, Lala Lajpat Rai Marg near CGO Complex, Rohini West Metro Station",Najafgarh Road,Internal Road,115.19,90.26,213.44,107.26,349.27,201.65,0.48,27.75,814.62,519.56,-0.03,629.95,37.19133333333333
"Connaught Place, Delhi","Noida, Delhi",Barapullah Corridor,18.18,11,2,2,"Yusuf Sarai Market, Azadpur Flyover","GT Road, Najafgarh Road",Main Road,60.13,48.84,102.0,53.59,137.98,80.39,0.18,19.57,333.4,230.0,-0.48,284.56,37.212
"Connaught Place, Delhi","Noida, Delhi",Mehrauli-Gurgaon Road,26.61,12,3,1,"MB Road (Saket Metro to Khanpur), Ashram Chowk, Mukraba to Madhuban Chowk",Tilak Marg,Highway,78.47,62.77,137.69,70.89,196.54,121.26,0.27,28.73,457.63,328.56,0.24,360.54,35.774
"Connaught Place, Delhi","Noida, Delhi",Najafgarh Road,42.76,6,4,2,"Barapullah Flyover, Mukraba to Madhuban Chowk, Britannia Chowk, Under IIT Flyover","Dwarka Link Road, Aurobindo Marg",Main Road,112.7,90.12,201.22,105.17,314.78,179.06,0.43,18.89,705.95,479.11,-0.39,582.32,44.85066666666667
"Connaught Place, Delhi","Noida, Delhi",Mehrauli-Gurgaon Road,42.93,7,3,1,"Azadpur Flyover, Peera Garhi Chowk, Dwarka Link Road",Ring Road,Highway,107.14,84.28,196.5,98.99,314.0,179.91,0.43,23.24,706.72,490.36,0.33,560.85,36.862
"Connaught Place, Delhi","Noida, Delhi",Mathura Road,35.85,7,3,1,"Adchini Village, Ashram Chowk, Barapullah Flyover",Boulevard Road,Internal Road,92.75,73.42,167.95,85.72,268.74,155.93,0.36,17.6,597.6,404.74,0.18,499.31,36.39
"Connaught Place, Delhi","Noida, Delhi",Rohtak Road,19.5,6,2,3,"Ashram Chowk, Yusuf Sarai Market","SSN Marg, Choudhary Fateh Singh Marg, Tilak Marg",Internal Road,61.44,50.48,103.44,56.56,150.04,87.57,0.2,11.2,352.46,248.66,0.14,274.11,42.3
"Connaught Place, Delhi","Noida, Delhi",Outer Ring Road,35.41,5,3,2,"Barapullah Flyover, Captain Gaud Marg, Britannia Chowk","Boulevard Road, Shankar Road",Main Road,92.95,74.25,166.27,86.89,265.11,153.25,0.35,17.56,607.15,391.62,0.34,501.36,41.36066666666667
